time,mnvel,errvel,tel,inst,source
2454517.837788,17.39,5.365198,,ignore,callegacy
2454517.851956,9.58,6.156465,,ignore,callegacy
2454517.917054,16.25,4.04,,ignore,hirsch2021
2454547.872755,8.61,3.669339,,ignore,callegacy
2454547.872755,10.84,3.67,,ignore,hirsch2021
2454574.778715,-0.14,4.027498,,ignore,callegacy
2454574.778715,2.09,4.03,,ignore,hirsch2021
2454606.74588,-5.82,6.086472,,ignore,callegacy
2454606.74588,-3.59,6.09,,ignore,hirsch2021
2454609.728993,20.28,4.407208,,ignore,callegacy
2454609.728993,22.51,4.41,,ignore,hirsch2021
2454622.713009,2.09,5.1,,ignore,hirsch2021
2454622.713009,-0.14,5.099645,,ignore,callegacy
2454786.061609,-9.3,7.244705,,ignore,callegacy
2454786.061609,-7.07,7.24,,ignore,hirsch2021
2454844.919988,8.27,4.492653,,ignore,callegacy
2454844.930833,3.76,4.420558,,ignore,callegacy
2454844.998658,8.21,3.15,,ignore,hirsch2021
2454846.07838,15.64,3.518509,,ignore,callegacy
2454846.084086,17.06,2.55,,ignore,hirsch2021
2454846.090382,13.92,3.695725,,ignore,callegacy
2454847.844696,0.95,2.85,,ignore,hirsch2021
2454847.910648,-4.71,4.011167,,ignore,callegacy
2454847.925255,2.24,4.063858,,ignore,callegacy
2454848.903032,-3.3,4.266218,,ignore,callegacy
2454848.910949,-2.79,3.889151,,ignore,callegacy
2454848.980516,-0.79,2.87,,ignore,hirsch2021
2454849.897176,-12.52,3.90369,,ignore,callegacy
2454849.90211,-12.8,2.76,,ignore,hirsch2021
2454849.90706,-17.56,3.909731,,ignore,callegacy
2454850.829124,-11.46,3.92,,ignore,hirsch2021
2454850.897928,-12.65,5.681927,,ignore,callegacy
2454850.906227,-14.64,5.405513,,ignore,callegacy
2454863.950336,-0.71,5.752113,,ignore,callegacy
2454863.956391,-0.69,3.83,,ignore,hirsch2021
2454863.961215,-4.69,5.134178,,ignore,callegacy
2454864.906169,-9.32,4.76,,ignore,hirsch2021
2454864.906169,-11.55,4.759186,,ignore,callegacy
2454865.93272,9.17,5.329707,,ignore,callegacy
2454865.93272,11.41,5.33,,ignore,hirsch2021
2455167.97724,-19.17,3.43,,ignore,hirsch2021
2455168.019757,-25.43,8.25093,,ignore,callegacy
2455168.034282,-19.93,7.32897,,ignore,callegacy
2455168.048854,-31.71,8.487431,,ignore,callegacy
2455168.063391,-14.99,7.320564,,ignore,callegacy
2455168.078229,-18.48,7.246006,,ignore,callegacy
