Num,Name,Inst,ObID,BJD,RVel,e_RVel,SVal,Cts
57492,22049,apf,rari.264,2457600.011253,-6.20,2.464348,-1,16068.0
57493,22049,apf,rari.265,2457600.012098,-1.80,2.556132,-1,14721.0
57494,22049,apf,rarm.271,2457605.997531,-6.10,2.083029,-1,13862.0
57495,22049,apf,rarm.272,2457605.99833,-2.20,2.31352,-1,14636.0
57496,22049,apf,rarm.273,2457605.999105,-5.45,2.193332,-1,13842.0
57497,22049,apf,rarn.269,2457608.000876,-28.60,2.260433,-1,12584.0
57498,22049,apf,rarn.270,2457608.001802,-22.99,2.44899,-1,8772.0
57499,22049,apf,rarn.271,2457608.00274,-20.83,2.499406,-1,10081.0
57500,22049,apf,rarp.277,2457611.014725,-15.40,2.119717,-1,13989.0
57501,22049,apf,rarp.278,2457611.015478,-19.65,2.296409,-1,14516.0
57502,22049,apf,rarp.279,2457611.01623,-11.70,2.076661,-1,14588.0
57503,22049,apf,rarr.216,2457613.940014,3.29,2.714967,-1,9851.0
57504,22049,apf,rarr.217,2457613.940928,1.40,2.567714,-1,10740.0
57505,22049,apf,rarr.218,2457613.941843,1.80,2.453393,-1,10408.0
57506,22049,apf,rart.266,2457614.969003,0.16,2.496559,-1,11782.0
57507,22049,apf,rart.267,2457614.969837,5.11,2.457717,-1,12538.0
57508,22049,apf,rart.268,2457614.97067,5.92,2.565451,-1,11424.0
57509,22049,apf,raru.357,2457617.007316,4.75,2.317904,-1,15438.0
57510,22049,apf,raru.358,2457617.008103,1.84,2.24681,-1,14151.0
57511,22049,apf,raru.359,2457617.008902,-1.61,2.047658,-1,14158.0
57512,22049,apf,rarw.257,2457618.97987,-11.44,2.535769,-1,12045.0
57513,22049,apf,rarw.258,2457618.980727,-13.56,2.471821,-1,12280.0
57514,22049,apf,rarw.259,2457618.981572,-8.18,2.50991,-1,11831.0
57515,22049,apf,rary.192,2457621.943388,-17.15,2.577403,-1,10909.0
57516,22049,apf,rary.193,2457621.944256,-8.65,2.692946,-1,11090.0
57517,22049,apf,rary.194,2457621.945124,-11.71,2.848219,-1,11889.0
57518,22049,apf,rarz.347,2457625.961425,2.04,2.277486,-1,13429.0
57519,22049,apf,rarz.348,2457625.962235,2.20,2.287945,-1,12577.0
57520,22049,apf,rarz.349,2457625.963068,1.08,2.276123,-1,13022.0
57521,22049,apf,rasa.228,2457627.955457,-6.98,2.397789,-1,12680.0
57522,22049,apf,rasa.229,2457627.956256,-4.00,2.336266,-1,11979.0
57523,22049,apf,rasa.230,2457627.957043,-1.15,2.259128,-1,13493.0
57524,22049,apf,rasf.231,2457634.040493,-7.76,2.431582,-1,13842.0
57525,22049,apf,rasf.232,2457634.041222,-7.20,2.354348,-1,13761.0
57526,22049,apf,rasg.248,2457636.011738,0.15,1.87406,-1,18660.0
57527,22049,apf,rasg.249,2457636.013555,0.23,2.186758,-1,19292.0
57528,22049,apf,rasg.250,2457636.015315,-0.82,1.966601,-1,19077.0
57529,22049,apf,rash.246,2457638.030889,-5.75,2.387212,-1,13240.0
57530,22049,apf,rash.247,2457638.031711,-8.96,2.459607,-1,13922.0
57531,22049,apf,rash.248,2457638.032545,-6.24,2.282433,-1,14214.0
57532,22049,apf,rasl.244,2457643.997106,-16.37,2.172771,-1,15932.0
57533,22049,apf,rasl.245,2457643.99787,-17.06,2.314694,-1,16107.0
57534,22049,apf,rasl.246,2457643.998634,-8.20,2.405153,-1,16712.0
57535,22049,apf,rasq.252,2457668.93237,0.35,2.338571,-1,16392.0
57536,22049,apf,rasq.253,2457668.933122,-1.88,2.245984,-1,16403.0
57537,22049,apf,rasq.254,2457668.933875,2.54,2.233783,-1,16501.0
57538,22049,apf,rasr.264,2457669.904071,1.39,2.512373,-1,14505.0
57539,22049,apf,rasr.265,2457669.904754,4.07,2.412469,-1,15482.0
57540,22049,apf,rasr.266,2457669.905425,5.59,2.439308,-1,13993.0
57541,22049,apf,rass.297,2457670.881303,-10.39,2.702768,-1,14445.0
57542,22049,apf,rass.298,2457670.881986,-6.48,2.263349,-1,14464.0
57543,22049,apf,rass.299,2457670.882669,-8.33,2.439305,-1,12727.0
57544,22049,apf,rast.235,2457674.833069,-3.27,2.321892,-1,15260.0
57545,22049,apf,rast.236,2457674.83374,-7.60,2.565728,-1,12368.0
57546,22049,apf,rast.237,2457674.834423,-5.01,2.454861,-1,14148.0
57547,22049,apf,rasy.147,2457679.906356,-8.42,2.943838,-1,6095.0
57548,22049,apf,rasy.148,2457679.907062,-17.59,3.072184,-1,6373.0
57549,22049,apf,rasy.149,2457679.907769,-11.71,3.121193,-1,5685.0
57550,22049,apf,ratc.232,2457687.843854,1.97,2.492388,-1,16554.0
57551,22049,apf,ratc.233,2457687.844572,2.78,2.23329,-1,20423.0
57552,22049,apf,ratc.234,2457687.845266,0.01,2.210242,-1,20976.0
57553,22049,apf,ratg.142,2457694.760415,-0.44,2.222218,-1,15707.0
57554,22049,apf,ratg.143,2457694.76119,-3.80,2.26753,-1,16158.0
57555,22049,apf,ratg.144,2457694.761966,-4.48,2.270291,-1,16804.0
57556,22049,apf,rath.234,2457696.820261,-4.47,2.19657,-1,16467.0
57557,22049,apf,rath.235,2457696.821037,-7.22,2.285365,-1,15390.0
57558,22049,apf,rath.236,2457696.821882,-3.42,2.403842,-1,13065.0
57559,22049,apf,ratk.235,2457700.893534,-12.64,2.421294,-1,12268.0
57560,22049,apf,ratk.236,2457700.894252,-6.12,2.397033,-1,13736.0
57561,22049,apf,ratk.237,2457700.894958,-11.80,2.528585,-1,13501.0
57562,22049,apf,ratl.221,2457701.847783,-7.50,2.41502,-1,16125.0
57563,22049,apf,ratl.222,2457701.848454,-11.38,2.342452,-1,16704.0
57564,22049,apf,ratl.223,2457701.849137,-12.40,2.266881,-1,16356.0
57565,22049,apf,ratm.249,2457702.82394,-15.51,2.076833,-1,19280.0
57566,22049,apf,ratm.250,2457702.824657,-12.86,2.011124,-1,19016.0
57567,22049,apf,ratm.251,2457702.825386,-13.88,2.201049,-1,18846.0
57568,22049,apf,ratn.232,2457703.825929,-20.73,2.081893,-1,15482.0
57569,22049,apf,ratn.233,2457703.82653,-19.25,2.145314,-1,16464.0
57570,22049,apf,ratn.234,2457703.827294,-16.92,2.127094,-1,16343.0
57571,22049,apf,rato.251,2457705.805353,-10.55,2.312835,-1,15955.0
